Data da opinião,Nota,Título,Conteúdo
set. de 2022,5,Sensacional,"Localização excelente.  Café da manhã excepcional.  Do dia que chegamos (10/09) até nossa saída (16/09) recebemos um atendimento impecável. Todos os funcionários sempre cordiais e solícitos.  Espaço kids, copa baby para atender da melhor forma possível uma estadia em família e com crianças.  Estacionamento com manobrista.  Chocolate quente e quitutes disponíveis na área social.  Nada a reclamar, somente agradecer o carinho e a cordialidade.  Obrigada ao Hotel Fioreze Centro e equipe. Vocês são 1000!!!!!"
set. de 2022,5,Estadia primorosa,"Tudo perfeito, recepção, quarto, café da manhã, limpeza, conservação ... Tudo excelente! A equipe te deixa super confortável. A recepção com sua área comum também é muito boa. Localização excelente, te deixa dentro praticamente do principal centro de gramado."
set. de 2022,5,Maravilhosos,"Excelência em tudo  Café da manhã  Hospedagem  Aquele chocolate quente no check in  A lareira pra aquecer nas noites frias  A degustação de vinhos na recepção  A localização    Sem dúvidas fizemos excelente escolha !  Sem dúvidas, retornaremos mais vezes !!"
set. de 2022,5,Bárbara e Leandro,"Excelente hotel!!atendimento maravilhoso!equipe super atenciosa,café da manhã perfeito!!o local do hotel é ótimo,bem centralizado!super indico!desde a recepção temos chocolate quente e café o dia todo!!"
set. de 2022,5,Hotel Fioreze Gramado,"Tudo pensado nos mínimos detalhes para encantar! Amigos já haviam comentado que o atendimento era excelente, mas é muito mais do que imaginávamos! O atendimento é adorável! Todos da equipe do Fioreze muito simpáticos, solícitos e atenciosos nos fazem querer voltar!!!"
set. de 2022,5,Experiência Sensacional no Hotel Fioreze Centro,"Desde o primeiro momento da chegada até a saída do hotel eu e minha esposa nos sentimos acolhidos, o carinho foi oferecido desde a recepção do hotel até a proprietária. Acreditem, a proprietária do Hotel faz questão de atender a todos os hóspedes de forma ímpar, com muito carinho. Recomendo aboce que quer visitar Gramado e se sentir muito bem tratado."
set. de 2022,5,Hotel Fioreze Centro - Excepcional!,"O Hotel tem uma equipe maravilhosa, café da manhã repleto de variedades, limpeza, organização, localização privilegiada.  Quero destacar a excelência no atendimento que recebemos do Arthur, Manuela, Matheus, Gabriela, Fabrício e todos colaboradores que tornam esse Hotel diferenciado e especial!  Experiência incrível!  Muito obrigada!"
set. de 2022,5,"Se vc quer ser muito bem tratado, esse é o hotel","Maravilhoso!! Muito bem tratados desde que colocamos o pé no hotel  Fomos recebidos pelo Felipe que fez o check in, nos ofereceu café, chocolate quente e chá e nos levou pro quarto  Ganhamos presentinhos, fomos mimados todos os dias!!  Chegamos cansados de tanto andar em um dia e tinha petiscos e espumantes nos esperando  Todos os dias no hall, chocolate quente delicioso, chá, café e um bolo ou doce  O quarto é pequeno, mas aconchegante, cama boa, chuveiro maravilhoso  Único ponto negativo é que tem um pouco de barulho, tanto de fora, acho que do prédio vizinho, como dos outros quartos  O café da manhã maravilhoso! Variado e muito saboroso e o pessoal é muito simpático e prestativo, todos nos recebiam com muita alegria!!!  Tem saída para pedestre para a Borges de Medeiros  As indicações de restaurantes foram muito boas  Voltaremos pra Gramado e com certeza no Fioreze Centro"
set. de 2022,5,Melhor Hotel do centro de Gramado.,"O título não é a toa. Desde a localização (privilegiada 1/2 quarteirão da rua coberta) aos serviços. Aqui eu digo, qualquer elogio é pouco pra explicar a atenção, o carinho, a presteza e a qualidade dos serviços prestados pelos funcionários deste hotel. Desde a Dona Zaira (confeitaria do hotel) aos garçons, recepcionistas, camareiras, aos mimos diários (doces, vinho, champagne na chegada) e etc. O café da manhã é sensacional, tem de tudo para todos os gostos. Um digno café colonial todos os dias... Ficaria lá novamente e indico a todos, que forem a gramado fiquem neste Hotel.... Aproveito pra mandar um abraço a todos de lá!"
set. de 2022,5,O Amor está em Gramado,"Fioreze Centro!!!  Acolhedor,confortável e um café da manhã maravilhoso!!!Perto de tudo,esse é o diferencial!!!Colaboradores são uma família, sinto-me em casa!!Segunda vez no hotel e já quero voltar!!  Muito obrigado!!"
set. de 2022,5,Visita à maravilhosa cidade de Gramado!,"Fiquei hospedada no hotel Fiorenze Centro e fiquei encantada c tudo: limpeza, organização, café da manhã e, principalmente, gentileza e cortesia dos funcionários! Voltarei aqui muitas vezes c certeza. Recomendo demais ❤️❤️✅⬆️"
set. de 2022,5,Excelente estadia!!,"Super recomendo!!  Atendimento impecável, todo os funcionários super prestativos e atenciosos, o café da manhã é sensacional, super organizado e com muitas opções e a localização é perfeita, bem no centro, próximo de tudo e tem saída para duas ruas."
set. de 2022,5,Passeio em familia,"Excelente hotel, bem localizado com saída para duas ruas. O hotel oferece um excelente café da manhã. Durante a hospedagem tivemos um ótimo atendimento de todos os funcionários. O quarto era bem aconchegante."
set. de 2022,5,Feriado Fantástico!,"Excelente acomodação, todos funcionários muito simpáticos e atenciosos. Café da manhã delicioso! Nos atenderam com todo carinho e gentileza. A hospedagem foi sensacional e com certeza recomendo e voltarei! ♥️🎈"
set. de 2022,5,Passeio inesquecível,"Excelente , volto com toda a certeza ,  Fomos muito bem recebidos, recepção muito agradável, café da manhã maravilho, o quarto muito bom, localização maravilhosa perto de muitos pontos.  Indico e volto com toda a certeza ."
set. de 2022,5,Vou voltar,"Ótimo hotel, ótimo café, localização MARAVILHOSA, e um dos melhores atendimentos que já vi, são carinhosos, atenciosos e muito competentes. Estava com uma pessoa cadeirante e só faltavam carregar no colo! Voltarei sempre que for a Gramado! Parabensssss!"
set. de 2022,5,Melhor café da manhã de Gramado,"Desde o primeiro momento você é muitíssimo bem recepcionada no hotel, toda a equipe faz questão de te atender nos mínimos detalhes, para tornar sua experiência no hotel inesquecível. O café da manhã é excepcional, supera em qualidade e variedade muitos hotéis 5 estrelas. A localização é perfeita, permite que você faça tudo à pé no centro da cidade, o que é perfeito se você não está de carro ou viaja sozinha. Achei ótimo e pretendo me hospedar lá novamente."
set. de 2022,5,Espetacular !,"Hotel muito bem localizado : deixamos o carro na garagem e passeamos a pé . Bonito , novo, limpíssimo , aconchegante e acolhedor . Staff impecável, solícitos, atenciosos e preocupados . Quarto com cama confortável , chuveiro forte e quente. Tudo limpo e funcional . Existe uma copa com utensílios que se pode usar e água filtrada à disposição e à vontade . Café da manhã perfeito, com delícias de fabricação própria . Certamente voltaremos !!!!"
set. de 2022,5,Tudo excelente!,"Fui em setembro com esposa e duas filhas (uma de 5 e outra de 1 ano). O principal diferencial que achamos foi o excelente atendimento da equipe do hotel. Todos, sem exceção, sempre conversando com cordialidade e interessados no nosso bem estar. O Felipe (recepção à noite) e Jéssica (recepção no dia) nos tratavam pelo nome e nossas filhas adoraram conversar com eles. Eu e minha esposa até brincamos que o treinamento da equipe deve ter sido feito pela Disney, de tão bom.  Além do atendimento, o Hotel possui excelente localização, ideal para quem pretende se deslocar a pé até nos arredores do centro da cidade e disponibiliza também estacionamento com manobrista caso necessário. Quarto e limpeza impecáveis e café da manhã delicioso. As meninas também adoraram a brinquedoteca.  Por fim, minha esposa esqueceu uma peça de roupa no quarto e pouco tempo depois do check out o hotel entrou em contato informando o ocorrido. Como já estávamos fora da cidade, o hotel se prontificou a despachar a peça pelo correio, apenas tivemos que pagar o frete.  Enfim, foi uma ótima experiência e com certeza voltaremos a este hotel em uma próxima oportunidade. A taxa de serviço (opcional ao final da estadia) pagamos com alegria. Gostaríamos de mais uma vez parabenizar a equipe pelo ótimo atendimento."
set. de 2022,5,Excepcional!,"O Hotel Fioreze Centro nos encantou com seu ambiente acolhedor e funcionários extremamente atenciosos (todos). Estávamos em quatro pessoas, ficamos em um quarto bem espaçoso com banheiro amplo, tudo sempre bem limpo e organizado. O café da manhã é maravilhoso, muitas variedades e tudo muito gostoso. A localização do hotel é perfeita, com saída e entrada para Borges de Medeiros e Rua São Pedro. Reitero o tratamento acolhedor dos funcionários, estava com minha mãe e minha tia e elas ficaram encantada com eles. Foi maravilhoso!"
set. de 2022,5,Férias em Família - Excepcional!,"Desde o início até a saída a equipe do hotel foi muito atenciosa. Café da manhã excelente com inúmeras variedades, tanto salgado como doce. Há um espaço na recepção com água, café, chá, chocolate e biscoitos sempre a disposição, toda vez que entrava e saída do hotel era de praxe dar uma paradinha ali. Estávamos em quatro pessoas e o quarto acomodou muito bem, era amplo e arejado, e tudo muito limpinho. Recebemos alguns mimos com bilhetes de acolhimento que nós deixou muito feliz. A localização do hotel é muito boa. Amamos tudo. Obrigada, Marita."
set. de 2022,5,Férias em família,Viajamos para Gramado do dia 08/09 a 13/09 e ficamos hospedados no hotel Fioreze Centro e foi ótimo!! Fomos muito bem atendidos pela equipe do hotel!! A localização é perfeita e café da manhã divino!!! Nota 10! Voltaremos com certeza!!
set. de 2022,5,Ótima experiência,"O atendimento do hotel é excelente, todos muito educados. O café da manhã é maravilhoso, muito bem servido e variado, inclusive com opções sem lactose e sem glúten. Os quartos são muito confortáveis com ar condicionado quente/frio, no banheiro destaque para o chuveiro, que é muito bom e que para mim faz muita diferença, já que é uma cidade fria, o chuveiro é bem quentinho e com bastante água. A limpeza do hotel é ótima também. E por último a ótima localização."
set. de 2022,5,cidade maravilhosa gramado,"o hotel maravilhoso,com funcionarios educados e atenciosos, cafe da manha maravilhoso, quartos limpos e confortaveis. o otel tem varios ambientes para a acomodaçao dos clientes e conforto, amei a lareira, a mesa da recepçao que oferece agua saborizada, cafe, chas, chocolate quente e doces. o hotel fica proximo de tudo no centro de gramado."
set. de 2022,5,Equipe extraordinária!,"Hotel muito bem localizado, no centro de Gramado, ótimas acomodações, café da manhã delicioso e bem servido. O grande diferencial do hotel é a equipe extremamente simpática e atenciosa que acolhe o hóspede como um familiar ou amigo próximo. Muito educados e carinhosos com as crianças!"
set. de 2022,5,Ótimo hotel para ficar em Gramado,"O hotel é limpo e organizado. Os quartos são novos e possuem o necessário para uma boa estadia. Os funcionários são muito atenciosos e solícitos. O restaurante do hotel possui opções para pessoas com restrições alimentares e os funcionários sempre estavam dispostos a ajudar. Eu e minha esposa fomos muito bem atendidos no hotel.  Um ponto positivo do hotel é a localização, em especial pela existência de uma saída para a rua principal."
set. de 2022,5,fabio e gabriela,"amei o hotel por conter varios ambientes para conforto e acomodaçoa dos clientes, sem contar com o conforto que todo ambiente oferce. muito bom mesmo! hotel tem varias areas bacanas para os hospedes aproveitar; voltarei mais vezes amei o hotel fioreze centro."
set. de 2022,5,Hotel Fioreze,"Nossa experiência no Hotel Fioreze foi sensacional. O hotel tem uma estrutura maravilhosa, muito bem localizado, staff atencioso, prestativo, café da manhã de uma qualidade incomparável. Certamente quando retornar a Gramado vou me hospedar novamente lá."
